zone_id	zone_country_id	zone_code	zone_name	store_id	custom1	custom2	custom3	zone_invisible	zone_search
386	222	ARYE	East Ayrshire	NULL	NULL	NULL	NULL	0	NULL
387	222	DUNBE	East Dunbartonshire	NULL	NULL	NULL	NULL	0	NULL
388	222	LOTE	East Lothian	NULL	NULL	NULL	NULL	0	NULL
389	222	RENE	East Renfrewshire	NULL	NULL	NULL	NULL	0	NULL
390	222	ERYS	East Riding of Yorkshire	NULL	NULL	NULL	NULL	0	NULL
391	222	SXE	East Sussex	NULL	NULL	NULL	NULL	0	NULL
392	222	EDIN	Edinburgh	NULL	NULL	NULL	NULL	0	NULL
393	222	ESX	Essex	NULL	NULL	NULL	NULL	0	NULL
394	222	FALK	Falkirk	NULL	NULL	NULL	NULL	0	NULL
395	222	FFE	Fife	NULL	NULL	NULL	NULL	0	NULL
396	222	FLINT	Flintshire	NULL	NULL	NULL	NULL	0	NULL
397	222	GLAS	Glasgow	NULL	NULL	NULL	NULL	0	NULL
398	222	GLOS	Gloucestershire	NULL	NULL	NULL	NULL	0	NULL
399	222	LDN	Greater London	NULL	NULL	NULL	NULL	0	NULL
400	222	MCH	Greater Manchester	NULL	NULL	NULL	NULL	0	NULL
401	222	GDD	Gwynedd	NULL	NULL	NULL	NULL	0	NULL
402	222	HANTS	Hampshire	NULL	NULL	NULL	NULL	0	NULL
403	222	HWR	Herefordshire	NULL	NULL	NULL	NULL	0	NULL
404	222	HERTS	Hertfordshire	NULL	NULL	NULL	NULL	0	NULL
405	222	HLD	Highlands	NULL	NULL	NULL	NULL	0	NULL
406	222	IVER	Inverclyde	NULL	NULL	NULL	NULL	0	NULL
407	222	IOW	Isle of Wight	NULL	NULL	NULL	NULL	0	NULL
408	222	KNT	Kent	NULL	NULL	NULL	NULL	0	NULL
409	222	LANCS	Lancashire	NULL	NULL	NULL	NULL	0	NULL
410	222	LEICS	Leicestershire	NULL	NULL	NULL	NULL	0	NULL
411	222	LINCS	Lincolnshire	NULL	NULL	NULL	NULL	0	NULL
412	222	MSY	Merseyside	NULL	NULL	NULL	NULL	0	NULL
413	222	MERT	Merthyr Tydfil	NULL	NULL	NULL	NULL	0	NULL
414	222	MLOT	Midlothian	NULL	NULL	NULL	NULL	0	NULL
415	222	MMOUTH	Monmouthshire	NULL	NULL	NULL	NULL	0	NULL
416	222	MORAY	Moray	NULL	NULL	NULL	NULL	0	NULL
417	222	NPRTAL	Neath Port Talbot	NULL	NULL	NULL	NULL	0	NULL
418	222	NEWPT	Newport	NULL	NULL	NULL	NULL	0	NULL
419	222	NOR	Norfolk	NULL	NULL	NULL	NULL	0	NULL
420	222	ARYN	North Ayrshire	NULL	NULL	NULL	NULL	0	NULL
421	222	LANN	North Lanarkshire	NULL	NULL	NULL	NULL	0	NULL
422	222	YSN	North Yorkshire	NULL	NULL	NULL	NULL	0	NULL
423	222	NHM	Northamptonshire	NULL	NULL	NULL	NULL	0	NULL
424	222	NLD	Northumberland	NULL	NULL	NULL	NULL	0	NULL
425	222	NOT	Nottinghamshire	NULL	NULL	NULL	NULL	0	NULL
426	222	ORK	Orkney Islands	NULL	NULL	NULL	NULL	0	NULL
427	222	OFE	Oxfordshire	NULL	NULL	NULL	NULL	0	NULL
428	222	PEM	Pembrokeshire	NULL	NULL	NULL	NULL	0	NULL
429	222	PERTH	Perth and Kinross	NULL	NULL	NULL	NULL	0	NULL
430	222	PWS	Powys	NULL	NULL	NULL	NULL	0	NULL
431	222	REN	Renfrewshire	NULL	NULL	NULL	NULL	0	NULL
432	222	RHON	Rhondda Cynon Taff	NULL	NULL	NULL	NULL	0	NULL
433	222	RUT	Rutland	NULL	NULL	NULL	NULL	0	NULL
434	222	BOR	Scottish Borders	NULL	NULL	NULL	NULL	0	NULL
435	222	SHET	Shetland Islands	NULL	NULL	NULL	NULL	0	NULL
436	222	SPE	Shropshire	NULL	NULL	NULL	NULL	0	NULL
437	222	SOM	Somerset	NULL	NULL	NULL	NULL	0	NULL
438	222	ARYS	South Ayrshire	NULL	NULL	NULL	NULL	0	NULL
439	222	LANS	South Lanarkshire	NULL	NULL	NULL	NULL	0	NULL
440	222	YSS	South Yorkshire	NULL	NULL	NULL	NULL	0	NULL
441	222	SFD	Staffordshire	NULL	NULL	NULL	NULL	0	NULL
442	222	STIR	Stirling	NULL	NULL	NULL	NULL	0	NULL
443	222	SFK	Suffolk	NULL	NULL	NULL	NULL	0	NULL
444	222	SRY	Surrey	NULL	NULL	NULL	NULL	0	NULL
445	222	SWAN	Swansea	NULL	NULL	NULL	NULL	0	NULL
446	222	TORF	Torfaen	NULL	NULL	NULL	NULL	0	NULL
447	222	TWR	Tyne and Wear	NULL	NULL	NULL	NULL	0	NULL
448	222	VGLAM	Vale of Glamorgan	NULL	NULL	NULL	NULL	0	NULL
449	222	WARKS	Warwickshire	NULL	NULL	NULL	NULL	0	NULL
450	222	WDUN	West Dunbartonshire	NULL	NULL	NULL	NULL	0	NULL
451	222	WLOT	West Lothian	NULL	NULL	NULL	NULL	0	NULL
452	222	WMD	West Midlands	NULL	NULL	NULL	NULL	0	NULL
453	222	SXW	West Sussex	NULL	NULL	NULL	NULL	0	NULL
454	222	YSW	West Yorkshire	NULL	NULL	NULL	NULL	0	NULL
455	222	WIL	Western Isles	NULL	NULL	NULL	NULL	0	NULL
456	222	WLT	Wiltshire	NULL	NULL	NULL	NULL	0	NULL
457	222	WORCS	Worcestershire	NULL	NULL	NULL	NULL	0	NULL
458	222	WRX	Wrexham	NULL	NULL	NULL	NULL	0	NULL
459	73	FR-01	Ain	NULL	FR-ARA	NULL	NULL	0	NULL
460	73	FR-02	Aisne	NULL	FR-HDF	NULL	NULL	0	NULL
461	73	FR-03	Allier	NULL	FR-ARA	NULL	NULL	0	NULL
462	73	FR-06	Alpes-Maritimes	NULL	FR-PAC	NULL	NULL	0	NULL
463	73	FR-04	Alpes-de-Haute-Provence	NULL	FR-PAC	NULL	NULL	0	NULL
464	73	FR-08	Ardennes	NULL	FR-GES	NULL	NULL	0	NULL
465	73	FR-07	Ardäche	NULL	FR-ARA	NULL	NULL	0	NULL
466	73	FR-09	Ariäge	NULL	FR-OCC	NULL	NULL	0	NULL
467	73	FR-10	Aube	NULL	FR-GES	NULL	NULL	0	NULL
468	73	FR-11	Aude	NULL	FR-OCC	NULL	NULL	0	NULL
469	73	FR-12	Aveyron	NULL	FR-OCC	NULL	NULL	0	NULL
470	73	FR-67	Bas-Rhin	NULL	FR-GES	NULL	NULL	0	NULL
471	73	FR-13	Bouches-du-Rhìne	NULL	FR-PAC	NULL	NULL	0	NULL
472	73	FR-14	Calvados	NULL	FR-NOR	NULL	NULL	0	NULL
473	73	FR-15	Cantal	NULL	FR-ARA	NULL	NULL	0	NULL
474	73	FR-16	Charente	NULL	FR-NAQ	NULL	NULL	0	NULL
475	73	FR-17	Charente-Maritime	NULL	FR-NAQ	NULL	NULL	0	NULL
476	73	FR-18	Cher	NULL	FR-CVL	NULL	NULL	0	NULL
477	73	FR-19	Corräze	NULL	FR-NAQ	NULL	NULL	0	NULL
478	73	FR-2A	Corse-du-Sud	NULL	FR-COR	NULL	NULL	0	NULL
479	73	FR-23	Creuse	NULL	FR-NAQ	NULL	NULL	0	NULL
480	73	FR-21	Cìte-d'Or	NULL	FR-BFC	NULL	NULL	0	NULL
481	73	FR-22	Cìtes-d'Armor	NULL	FR-BRE	NULL	NULL	0	NULL
482	73	FR-79	Deux-Sävres	NULL	FR-NAQ	NULL	NULL	0	NULL
483	73	FR-24	Dordogne	NULL	FR-NAQ	NULL	NULL	0	NULL
484	73	FR-25	Doubs	NULL	FR-BFC	NULL	NULL	0	NULL
485	73	FR-26	Drìme	NULL	FR-ARA	NULL	NULL	0	NULL
486	73	FR-91	Essonne	NULL	FR-IDF	NULL	NULL	0	NULL
487	73	FR-27	Eure	NULL	FR-NOR	NULL	NULL	0	NULL
488	73	FR-28	Eure-et-Loir	NULL	FR-CVL	NULL	NULL	0	NULL
489	73	FR-29	Finistäre	NULL	FR-BRE	NULL	NULL	0	NULL
490	73	FR-30	Gard	NULL	FR-OCC	NULL	NULL	0	NULL
491	73	FR-32	Gers	NULL	FR-OCC	NULL	NULL	0	NULL
492	73	FR-33	Gironde	NULL	FR-NAQ	NULL	NULL	0	NULL
493	73	FR-68	Haut-Rhin	NULL	FR-GES	NULL	NULL	0	NULL
494	73	FR-2B	Haute-Corse	NULL	FR-COR	NULL	NULL	0	NULL
495	73	FR-31	Haute-Garonne	NULL	FR-OCC	NULL	NULL	0	NULL
496	73	FR-43	Haute-Loire	NULL	FR-ARA	NULL	NULL	0	NULL
497	73	FR-52	Haute-Marne	NULL	FR-GES	NULL	NULL	0	NULL
498	73	FR-74	Haute-Savoie	NULL	FR-ARA	NULL	NULL	0	NULL
499	73	FR-70	Haute-Saìne	NULL	FR-BFC	NULL	NULL	0	NULL
500	73	FR-87	Haute-Vienne	NULL	FR-NAQ	NULL	NULL	0	NULL
501	73	FR-05	Hautes-Alpes	NULL	FR-PAC	NULL	NULL	0	NULL
502	73	FR-65	Hautes-PyrÇnÇes	NULL	FR-OCC	NULL	NULL	0	NULL
503	73	FR-92	Hauts-de-Seine	NULL	FR-IDF	NULL	NULL	0	NULL
504	73	FR-34	HÇrault	NULL	FR-OCC	NULL	NULL	0	NULL
505	73	FR-35	Ille-et-Vilaine	NULL	FR-BRE	NULL	NULL	0	NULL
506	73	FR-36	Indre	NULL	FR-CVL	NULL	NULL	0	NULL
507	73	FR-37	Indre-et-Loire	NULL	FR-CVL	NULL	NULL	0	NULL
508	73	FR-38	Isäre	NULL	FR-ARA	NULL	NULL	0	NULL
509	73	FR-39	Jura	NULL	FR-BFC	NULL	NULL	0	NULL
510	73	FR-40	Landes	NULL	FR-NAQ	NULL	NULL	0	NULL
511	73	FR-41	Loir-et-Cher	NULL	FR-CVL	NULL	NULL	0	NULL
512	73	FR-42	Loire	NULL	FR-ARA	NULL	NULL	0	NULL
513	73	FR-44	Loire-Atlantique	NULL	FR-PDL	NULL	NULL	0	NULL
514	73	FR-45	Loiret	NULL	FR-CVL	NULL	NULL	0	NULL
515	73	FR-46	Lot	NULL	FR-OCC	NULL	NULL	0	NULL
516	73	FR-47	Lot-et-Garonne	NULL	FR-NAQ	NULL	NULL	0	NULL
517	73	FR-48	Lozäre	NULL	FR-OCC	NULL	NULL	0	NULL
518	73	FR-49	Maine-et-Loire	NULL	FR-PDL	NULL	NULL	0	NULL
519	73	FR-50	Manche	NULL	FR-NOR	NULL	NULL	0	NULL
520	73	FR-51	Marne	NULL	FR-GES	NULL	NULL	0	NULL
521	73	FR-53	Mayenne	NULL	FR-PDL	NULL	NULL	0	NULL
522	73	FR-54	Meurthe-et-Moselle	NULL	FR-GES	NULL	NULL	0	NULL
523	73	FR-55	Meuse	NULL	FR-GES	NULL	NULL	0	NULL
524	73	FR-56	Morbihan	NULL	FR-BRE	NULL	NULL	0	NULL
525	73	FR-57	Moselle	NULL	FR-GES	NULL	NULL	0	NULL
526	73	FR-58	Niävre	NULL	FR-BFC	NULL	NULL	0	NULL
527	73	FR-59	Nord	NULL	FR-HDF	NULL	NULL	0	NULL
528	73	FR-60	Oise	NULL	FR-HDF	NULL	NULL	0	NULL
529	73	FR-61	Orne	NULL	FR-NOR	NULL	NULL	0	NULL
530	73	FR-75	Paris	NULL	FR-IDF	NULL	NULL	0	NULL
531	73	FR-62	Pas-de-Calais	NULL	FR-HDF	NULL	NULL	0	NULL
532	73	FR-63	Puy-de-Dìme	NULL	FR-ARA	NULL	NULL	0	NULL
533	73	FR-64	PyrÇnÇes-Atlantiques	NULL	FR-NAQ	NULL	NULL	0	NULL
534	73	FR-66	PyrÇnÇes-Orientales	NULL	FR-OCC	NULL	NULL	0	NULL
535	73	FR-69	Rhìne	NULL	FR-ARA	NULL	NULL	0	NULL
536	73	FR-72	Sarthe	NULL	FR-PDL	NULL	NULL	0	NULL
537	73	FR-73	Savoie	NULL	FR-ARA	NULL	NULL	0	NULL
538	73	FR-71	Saìne-et-Loire	NULL	FR-BFC	NULL	NULL	0	NULL
539	73	FR-76	Seine-Maritime	NULL	FR-NOR	NULL	NULL	0	NULL
540	73	FR-93	Seine-Saint-Denis	NULL	FR-IDF	NULL	NULL	0	NULL
541	73	FR-77	Seine-et-Marne	NULL	FR-IDF	NULL	NULL	0	NULL
542	73	FR-80	Somme	NULL	FR-HDF	NULL	NULL	0	NULL
543	73	FR-81	Tarn	NULL	FR-OCC	NULL	NULL	0	NULL
544	73	FR-82	Tarn-et-Garonne	NULL	FR-OCC	NULL	NULL	0	NULL
545	73	FR-90	Territoire de Belfort	NULL	FR-BFC	NULL	NULL	0	NULL
546	73	FR-95	Val-d'Oise	NULL	FR-IDF	NULL	NULL	0	NULL
547	73	FR-94	Val-de-Marne	NULL	FR-IDF	NULL	NULL	0	NULL
548	73	FR-83	Var	NULL	FR-PAC	NULL	NULL	0	NULL
549	73	FR-84	Vaucluse	NULL	FR-PAC	NULL	NULL	0	NULL
550	73	FR-85	VendÇe	NULL	FR-PDL	NULL	NULL	0	NULL
551	73	FR-86	Vienne	NULL	FR-NAQ	NULL	NULL	0	NULL
552	73	FR-88	Vosges	NULL	FR-GES	NULL	NULL	0	NULL
553	73	FR-89	Yonne	NULL	FR-BFC	NULL	NULL	0	NULL
554	73	FR-78	Yvelines	NULL	FR-IDF	NULL	NULL	0	NULL
association_id	zone_country_id	zone_id	geo_zone_id	last_modified	date_added	store_id
1	223	18	1	2021-11-02 10:04:23	2021-11-02 10:04:23	NULL
